program_name,pdf,Address,City,Zip
CROSSWOOD UNITED METHODIST CHRISTIAN PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000501509_2024-10-08_ANNUAL.pdf,1551 RICHLAND RD,MARION,43302
"CUDDLE, HUGS & KISSES",https://childcaresearch.ohio.gov//pdf/000000104061_2025-01-10_ANNUAL.pdf,140 ELM RD NE,WARREN,44481
CUDDLY KIDDIES LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000300846_2024-09-17_ANNUAL.pdf,5890 LEE ROAD SOUTH,MAPLEHEIGHTS,44137
CUL WATKINS E. S. HEAD START,https://childcaresearch.ohio.gov//pdf/000000400759_2024-01-18_ANNUAL.pdf,1520 WATKINS ROAD,COLUMBUS,43207
CURIOUS MINDS EARLY LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/002170015005_2024-10-11_ANNUAL.pdf,25461 EUCLID AVENUE,EUCLID,44117
CURRY'S CASTLE CHILDCARE CENTER,https://childcaresearch.ohio.gov//pdf/002200022040_2024-09-25_ANNUAL.pdf,3384 ELM STREET,TOLEDO,43608
CWFF CHILD DEVELOPMENT CENTER,https://childcaresearch.ohio.gov//pdf/000000203035_2024-07-30_ANNUAL.pdf,430 FOREST AVE,CINCINNATI,45229
CYPRESS CHRISTIAN PRESCHOOL AND DAYCARE,https://childcaresearch.ohio.gov//pdf/000000409693_2024-02-14_ANNUAL.pdf,377 ALTON DARBY CREEK ROAD,GALLOWAY,43119
DADDY'S DAYCARE CHILD DEVELOPMENT CENTER,https://childcaresearch.ohio.gov//pdf/000000201202_2024-10-24_ANNUAL.pdf,1528 LINN STREET,CINCINNATI,45214
DAISY'S EARLY LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000306168_2024-10-08_ANNUAL.pdf,4801 CLARK AVENUE,CLEVELAND,44102
DANIS GARDEN CHILDCARE AND LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000300664_2024-08-13_ANNUAL.pdf,860 EAST BROAD STREET,ELYRIA,44035
DARBY WOODS Y-CLUB,https://childcaresearch.ohio.gov//pdf/000000405033_2024-11-18_ANNUAL.pdf,255 WESTWOODS BLVD,GALLOWAY,43119
DARBYDALE ELEMENTARY YMCA CLUB,https://childcaresearch.ohio.gov//pdf/000000401190_2024-09-10_ANNUAL.pdf,7000 LONDON GROVEPORT RD,GROVE CITY,43123
DARE TO DREAM LEARNING ACADEMY,https://childcaresearch.ohio.gov//pdf/002230027695_2024-11-13_ANNUAL.pdf,4274 OBERLIN AVE,LORAIN,44053
DAVID LUTHERAN CHRISTIAN PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000402037_2024-11-18_ANNUAL.pdf,330 GROVEPORT RD,CANAL WINCHESTE,43110
DAVID YMCA SUMMER DAY CAMP,https://childcaresearch.ohio.gov//pdf/002200021318_2024-08-05_ANNUAL.pdf,7600 FULTON DR. NW,MASSILLON,44646
DAVIS FAMILY YMCA,https://childcaresearch.ohio.gov//pdf/000000106577_2024-11-26_ANNUAL.pdf,45 MCCLURG ROAD,BOARDMAN,44512
DAVIS MIDDLE SCHOOL,https://childcaresearch.ohio.gov//pdf/000000400709_2024-11-18_ANNUAL.pdf,2400 SUTTER PARKWAY,DUBLIN,43016
DAY CARE FOR FUTURE SCHOLARS,https://childcaresearch.ohio.gov//pdf/000000300016_2024-11-27_ANNUAL.pdf,6540 CARNEGIE AVE,CLEVELAND,44103
"DAYCARE DISCOVERIES, LLC",https://childcaresearch.ohio.gov//pdf/000000500353_2024-07-25_ANNUAL.pdf,8035 FLYER DRIVE,MARIA STEIN,45860
DAYCARE R US,https://childcaresearch.ohio.gov//pdf/000000410823_2023-08-23_ANNUAL.pdf,2241 AGLER RD,COLUMBUS,43224
DAYS OF DISCOVERY BEAVERCREEK,https://childcaresearch.ohio.gov//pdf/002230028305_2024-08-29_ANNUAL.pdf,2122 BEAVERPARK DR,BEAVERCREEK TOWNSHIP,45434
DAYS OF DISCOVERY LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000404328_2024-07-29_ANNUAL.pdf,1132 N MONROE DR,XENIA,45385
DAYSPRING CHRISTIAN PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000400221_2024-09-26_ANNUAL.pdf,2431 MARION MT. GILEAD RD,MARION,43302
DAYSPRINGS MONTESSORI CENTER,https://childcaresearch.ohio.gov//pdf/000000201672_2024-11-19_ANNUAL.pdf,110 BACHER SQUARE,FAIRFIELD,45014
DAYSTARZ CHILD CARE CENTER,https://childcaresearch.ohio.gov//pdf/000000401057_2024-08-26_ANNUAL.pdf,3323 CLEVELAND AVE,GROVE CITY,43123
DAYSTARZ CHILD CARE II,https://childcaresearch.ohio.gov//pdf/000000401322_2024-11-04_ANNUAL.pdf,5265 GENDER ROAD,CANAL WHICHESTE,43110
DAYTON CHILDREN'S HOSPITAL CHILD CARE CENTER,https://childcaresearch.ohio.gov//pdf/000000206556_2024-10-15_ANNUAL.pdf,413 VALLEY STREET,DAYTON,45404
DAYTON CHRISTIAN CENTER,https://childcaresearch.ohio.gov//pdf/000000201242_2024-08-15_ANNUAL.pdf,1352 W RIVERVIEW AVE,DAYTON,45402
DAYTON CHRISTIAN CENTER - SCHOOL AGE PROGRAM,https://childcaresearch.ohio.gov//pdf/002190020728_2024-11-14_ANNUAL.pdf,1346 W. RIVERVIEW AVE,DAYTON,45402
DAZZLING TOTS LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/002220026572_2024-08-15_ANNUAL.pdf,9716 COLUMBUS CINCINNATI ROAD,CINCINNATI,45241
DEBBYE S DARLING DAYCARE & LEARNING CENTER INC.,https://childcaresearch.ohio.gov//pdf/002170012906_2024-05-10_ANNUAL.pdf,1333 WISCONSIN BLVD,DAYTON,45417
DEBI'S DAY CARE CENTER,https://childcaresearch.ohio.gov//pdf/000000400082_2024-10-24_ANNUAL.pdf,5504 E. LIVINGSTON AVE,COLUMBUS,43232
DEBRA ANN NOVEMBER EARLY LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000300545_2024-10-04_ANNUAL.pdf,5225 LIBRARY LANE,MAPLE HEIGHTS,44137
DEDICATED TO CHILDREN,https://childcaresearch.ohio.gov//pdf/000000306059_2024-08-14_ANNUAL.pdf,6970 HEISLEY ROAD,MENTOR,44060
DEERFIELD NURSERY CENTER,https://childcaresearch.ohio.gov//pdf/002200021806_2024-12-30_ANNUAL.pdf,3675 SULLIVANT AVENUE,COLUMBUS,43228
DEFIANCE AREA YMCA CHILD CARE PROGRAM,https://childcaresearch.ohio.gov//pdf/000000502146_2024-10-21_ANNUAL.pdf,1599 PALMER DR,DEFIANCE,43512
DELAWARE CHRISTIAN ACADEMY,https://childcaresearch.ohio.gov//pdf/000000407161_2024-07-30_ANNUAL.pdf,2280 MARYSVILLE ROAD,DELAWARE,43015
DELAWARE COOPERATIVE PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000410308_2024-12-03_ANNUAL.pdf,55 WEST LINCOLN AVENUE,DELAWARE,43015
DELIGHTFUL DAYS LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000204616_2024-08-26_ANNUAL.pdf,5819 KENTSHIRE DRIVE,KETTERING,45440
DELSHIRE ELEMENTARY,https://childcaresearch.ohio.gov//pdf/000000201386_2023-11-01_ANNUAL.pdf,4402 GLENHAVEN ROAD,CINCINNATI,45238
DESTINY CHILDCARE & DEVELOPMENT CENTER,https://childcaresearch.ohio.gov//pdf/000000201438_2024-08-19_ANNUAL.pdf,5550 READING ROAD,CINCINNATI,45237
DETERMINED TO GROW CHILDCARE,https://childcaresearch.ohio.gov//pdf/002180017884_2024-09-19_ANNUAL.pdf,1491 W 117TH ST,CLEVELAND,44107
DEVELOPING CHARACTER LLC,https://childcaresearch.ohio.gov//pdf/000000300520_2024-01-04_ANNUAL.pdf,2157 ST CLAIR STREET,CLEVELAND,44114
DEVELOPMENTAL NURSERY SCHOOL,https://childcaresearch.ohio.gov//pdf/000000500126_2025-01-09_ANNUAL.pdf,990 STATE ST,VERMILION,44089
DEWITT YMCA BASE,https://childcaresearch.ohio.gov//pdf/000000100341_2024-09-17_ANNUAL.pdf,425 FALLS AVE,CUYAHOGA FALLS,44221
DIRECTED CREATIVE PLAY INC,https://childcaresearch.ohio.gov//pdf/000000200314_2023-10-04_ANNUAL.pdf,3682 W FORK RD,CINCINNATI,45247
"DISCOVERY CHILDCARE CENTER, LLC",https://childcaresearch.ohio.gov//pdf/002200023145_2024-11-27_ANNUAL.pdf,4970 CLEVELAND AVENUE,COLUMBUS,43231
DISCOVERY COVE LEARNING CENTER LLC,https://childcaresearch.ohio.gov//pdf/002230027514_2024-07-31_ANNUAL.pdf,5964 GLENWAY AVE,CINCINNATI,45238
DISCOVERY KIDS CHILDCARE INC.,https://childcaresearch.ohio.gov//pdf/002180017907_2024-08-28_ANNUAL.pdf,1795 E. 31ST STREET,LORAIN,44055
DISCOVERY KINGDOM,https://childcaresearch.ohio.gov//pdf/000000503711_2024-12-13_ANNUAL.pdf,1069 KLOTZ ROAD,BOWLING GREEN,43402
DISCOVERY POINT EARLY LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/002220026422_2024-11-19_ANNUAL.pdf,4698 ROCKY RIVER DRIVE,CLEVELAND,44135
"DIVINE DAY CARE CENTER, INC. II",https://childcaresearch.ohio.gov//pdf/000000207048_2024-02-22_ANNUAL.pdf,736 E MCMILLAN STREET,CINCINNATI,45206
"DOODLE BUGS CHILD CARE & LEARNING CENTER, LLC",https://childcaresearch.ohio.gov//pdf/002190021136_2024-09-17_ANNUAL.pdf,5552 CHEVIOT ROAD,CINCINNATI,45247
DOUBLE SWEET DAYCARE,https://childcaresearch.ohio.gov//pdf/002200021760_2024-09-25_ANNUAL.pdf,1501 MILAN RD,SANDUSKY,44870
DOVER LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000106035_2024-10-22_ANNUAL.pdf,216 N. WOOSTER AVENUE,DOVER,44622
DREAMER'S BELIEVER'S ACHIEVER'S ACADEMY,https://childcaresearch.ohio.gov//pdf/002200021301_2024-12-30_ANNUAL.pdf,6422 ST CLAIR,CLEVELAND,44103
DRIVING PARK EARLY LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000400480_2024-02-28_ANNUAL.pdf,1566 E LIVINGSTON AVE,COLUMBUS,43205
DUBLIN BAPTIST CHURCH'S MOM'S DAY OUT,https://childcaresearch.ohio.gov//pdf/000000408829_2024-09-26_ANNUAL.pdf,7195 COFFMAN RD,DUBLIN,43017
DUBLIN COMMUNITY PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000406358_2024-09-11_ANNUAL.pdf,81 1/2 BRIDGE ST,DUBLIN,43017
DUBLIN LATCHKEY - ALBERT CHAPMAN,https://childcaresearch.ohio.gov//pdf/000000403373_2023-10-04_ANNUAL.pdf,8450 SAWMILL RD,POWELL,43065
DUBLIN LATCHKEY - DANIEL WRIGHT,https://childcaresearch.ohio.gov//pdf/000000403336_2024-09-04_ANNUAL.pdf,2335 W CASE ROAD,COLUMBUS,43235
DUBLIN LATCHKEY - DEER RUN,https://childcaresearch.ohio.gov//pdf/000000402432_2024-09-11_ANNUAL.pdf,8815 MANLEY RD,DUBLIN,43017
DUBLIN LATCHKEY - DEPP,https://childcaresearch.ohio.gov//pdf/002200021829_2024-02-06_ANNUAL.pdf,9001 GARDENIA DRIVE,PLAIN CITY,43064
DUBLIN LATCHKEY - ELI PINNEY,https://childcaresearch.ohio.gov//pdf/000000406958_2024-02-14_ANNUAL.pdf,9989 CONCORD ROAD,DUBLIN,43017
DUBLIN LATCHKEY - GLACIER RIDGE ELEMENTARY,https://childcaresearch.ohio.gov//pdf/000000409655_2024-10-09_ANNUAL.pdf,7175 GLACIER RIDGE BLVD.,DUBLIN,43017
DUBLIN LATCHKEY - GRIFFITH THOMAS,https://childcaresearch.ohio.gov//pdf/000000402923_2024-09-04_ANNUAL.pdf,4671 TUTTLE RD,DUBLIN,43017
DUBLIN LATCHKEY - HOPEWELL,https://childcaresearch.ohio.gov//pdf/002200021825_2024-09-25_ANNUAL.pdf,4303 BRIGHT RD,DUBLIN,43016
DUBLIN LATCHKEY - INDIAN RUN,https://childcaresearch.ohio.gov//pdf/000000402235_2024-12-05_ANNUAL.pdf,80 W BRIDGE ST,DUBLIN,43017
DUBLIN LATCHKEY - MARY EMMA BAILEY,https://childcaresearch.ohio.gov//pdf/000000405054_2024-11-07_ANNUAL.pdf,4900 BRANDONWAY DRIVE,DUBLIN,43017
DUBLIN LATCHKEY - OLDE SAWMILL,https://childcaresearch.ohio.gov//pdf/000000402592_2023-09-11_ANNUAL.pdf,2485 OLDE SAWMILL BLVD,DUBLIN,43017
DUBLIN LATCHKEY - RIVERSIDE,https://childcaresearch.ohio.gov//pdf/000000402229_2024-10-29_ANNUAL.pdf,3260 RIVERSIDE GREEN DR.,DUBLIN,43017
DUBLIN LATCHKEY - SCOTTISH CORNERS,https://childcaresearch.ohio.gov//pdf/000000402748_2024-01-10_ANNUAL.pdf,5950 SELLS MILL DRIVE,DUBLIN,43017
DUBLIN LATCHKEY - WYANDOT,https://childcaresearch.ohio.gov//pdf/000000403008_2024-09-04_ANNUAL.pdf,5620 DUBLINSHIRE DRIVE,DUBLIN,43017
DUBLIN LEARNING ACADEMY,https://childcaresearch.ohio.gov//pdf/000000410539_2024-09-03_ANNUAL.pdf,5900 CROMDALE DRIVE,DUBLIN,43017
DUBLIN MONTESSORI ACADEMY INC,https://childcaresearch.ohio.gov//pdf/000000406316_2023-12-14_ANNUAL.pdf,10465 SAWMILL RD,POWELL,43065
"DUNN'S KIDDIE KARE, LLC",https://childcaresearch.ohio.gov//pdf/000000501150_2024-07-26_ANNUAL.pdf,215 GORRELL AVE,BOWLING GREEN,43402
DURBAN DRIVE HEAD START,https://childcaresearch.ohio.gov//pdf/000000408812_2024-02-22_ANNUAL.pdf,863 DURBAN DRIVE,ZANESVILLE,43701
DYNAMIC CREATIONS,https://childcaresearch.ohio.gov//pdf/000000306953_2024-10-03_ANNUAL.pdf,4231 FULTON STREET,CLEVELAND,44144
DYNASTY CHILD CARE CENTER,https://childcaresearch.ohio.gov//pdf/002220027373_2024-09-12_ANNUAL.pdf,2121 S REYNOLDS RD,TOLEDO,43614
DYVOSVIT SCHOOL AND CHILDCARE,https://childcaresearch.ohio.gov//pdf/002170014767_2024-07-29_ANNUAL.pdf,3425 MARIONCLIFF DRIVE,PARMA,44134
E & E ANGEL'S CHILD CARE CENTER,https://childcaresearch.ohio.gov//pdf/002210024879_2024-02-28_ANNUAL.pdf,6100 ENTERPRISE PKWY,SOLON,44139
EAGLES CHRISTIAN PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000100435_2024-07-02_ANNUAL.pdf,218 W LINCOLN WAY,LISBON,44432
EAGLES CHRISTIAN PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000300173_2024-12-17_ANNUAL.pdf,609 NORTH PARK,WARREN,44483
EAGLE'S CHRISTIAN PRESCHOOL & CHILD CARE,https://childcaresearch.ohio.gov//pdf/000000105867_2025-01-14_ANNUAL.pdf,2733 MARKET STREET,YOUNGSTOWN,44507
EARLY ACHIEVERS ACADEMY,https://childcaresearch.ohio.gov//pdf/002210025041_2023-12-07_ANNUAL.pdf,2440 EAST 89TH ST.,CLEVELAND,44104
EARLY ACHIEVERS ENRICHMENT CENTER,https://childcaresearch.ohio.gov//pdf/000000300624_2024-10-02_ANNUAL.pdf,25000 EUCLID AVE,EUCLID,44117
EARLY BEGINNINGS,https://childcaresearch.ohio.gov//pdf/000000204251_2024-09-12_ANNUAL.pdf,5600 CLYO RD,CENTERVILLE,45459
EARLY BEGINNINGS,https://childcaresearch.ohio.gov//pdf/000000206134_2023-12-12_ANNUAL.pdf,5833 SHULL ROAD,HUBER HEIGHTS,45424
EARLY BEGINNINGS,https://childcaresearch.ohio.gov//pdf/000000403896_2025-01-02_ANNUAL.pdf,1021 S DORSET RD,TROY,45373
EARLY BEGINNINGS,https://childcaresearch.ohio.gov//pdf/000000201016_2025-01-13_ANNUAL.pdf,622 POOL AVENUE,VANDALIA,45377
EARLY BEGINNINGS,https://childcaresearch.ohio.gov//pdf/000000202259_2024-09-12_ANNUAL.pdf,1820 S ALEX RD,WEST CARROLLTON,45449
EARLY BIRD LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/002200022478_2024-07-23_ANNUAL.pdf,8526 SOUTH AVE,YOUNGSTOWN,44514
EARLY CHILDHOOD ENRICHMENT CENTER,https://childcaresearch.ohio.gov//pdf/000000302613_2024-10-28_ANNUAL.pdf,19824 SUSSEX RD,SHAKER HEIGHTS,44122
EARLY E.D.G.E. LATCHKEY,https://childcaresearch.ohio.gov//pdf/000000200376_2024-10-10_ANNUAL.pdf,230 YANKEE ROAD,MONROE,45050
EARLY E.D.G.E. LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000206295_2025-01-07_ANNUAL.pdf,100 EAST AVE,MONROE,45050
EARLY EXPLORERS EDUCATIONAL CHILDCARE INC.,https://childcaresearch.ohio.gov//pdf/000000100006_2023-09-12_ANNUAL.pdf,2454 LOCUST ST. SOUTH,CANAL FULTON,44614
EARLY FOUNDATIONS LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000401094_2024-10-10_ANNUAL.pdf,1521 E. DUBLIN GRANVILLE RD,COLUMBUS,43229
EARLY LEARNING AND FINE ARTS CHILD CARE CENTER,https://childcaresearch.ohio.gov//pdf/002200022506_2024-08-06_ANNUAL.pdf,4021 HARRISON AVE,CINCINATI,45211
EARLY STEPS LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000306124_2025-01-06_ANNUAL.pdf,27027 CHARDON ROAD,RICHMOND HTS,44143
EARLY STEPS LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000300561_2024-08-23_ANNUAL.pdf,1601 DRENIK DRIVE #2-4,WICKLIFFE,44092
EARTH'S PRECIOUS JEWELS LITERACY AND FITNESS ACADEMY,https://childcaresearch.ohio.gov//pdf/002180017808_2024-02-01_ANNUAL.pdf,4600 VINE ST.,CINCINNATI,45217
EAST DAYTON CHRISTIAN SCHOOL PRESCHOOL AND DAYCARE,https://childcaresearch.ohio.gov//pdf/000000200930_2023-11-14_ANNUAL.pdf,999 SPINNING RD,DAYTON,45431
EAST END INDIVIDUAL LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000303235_2024-01-17_ANNUAL.pdf,2749 WOODHILL RD,CLEVELAND,44104
EAST END UBUNTU LEARNING CENTER-HARVEY RICE,https://childcaresearch.ohio.gov//pdf/002180018976_2024-04-11_ANNUAL.pdf,2730 EAST 116TH STREET,CLEVELAND,44104
EAST END YMCA CHILD CARE,https://childcaresearch.ohio.gov//pdf/000000304848_2024-09-16_ANNUAL.pdf,730 LAKE ST,MADISON,44057
